Note that User Simulator few shot messages have been omitted
shape: (27, 8)
+--------+--------+--------+-------+-------+-------+-------+-------+
| sandbo | sender | recipi | conte | opena | tool_ | tool_ | visib |
| x_mess | ---    | ent    | nt    | i_fun | call_ | trace | le_to |
| age_in | enum   | ---    | ---   | ction | excep | ---   | ---   |
| dex    |        | enum   | str   | _name | tion  | list[ | list[ |
| ---    |        |        |       | ---   | ---   | str]  | enum] |
| i32    |        |        |       | str   | str   |       |       |
+==================================================================+
| 0      | SYSTEM | EXECUT | impor | null  | null  | null  | null  |
|        |        | ION_EN | t     |       |       |       |       |
|        |        | VIRONM | json  |       |       |       |       |
|        |        | ENT    | from  |       |       |       |       |
|        |        |        | tool_ |       |       |       |       |
|        |        |        | sandb |       |       |       |       |
|        |        |        | ox.to |       |       |       |       |
|        |        |        | ols.c |       |       |       |       |
|        |        |        | ontac |       |       |       |       |
|        |        |        | t imp |       |       |       |       |
|        |        |        | ort   |       |       |       |       |
|        |        |        | add_c |       |       |       |       |
|        |        |        | ontac |       |       |       |       |
|        |        |        | t,    |       |       |       |       |
|        |        |        | modif |       |       |       |       |
|        |        |        | y_con |       |       |       |       |
|        |        |        | tact, |       |       |       |       |
|        |        |        | remov |       |       |       |       |
|        |        |        | e_con |       |       |       |       |
|        |        |        | tact, |       |       |       |       |
|        |        |        | searc |       |       |       |       |
|        |        |        | h_con |       |       |       |       |
|        |        |        | tacts |       |       |       |       |
|        |        |        | from  |       |       |       |       |
|        |        |        | tool_ |       |       |       |       |
|        |        |        | sandb |       |       |       |       |
|        |        |        | ox.to |       |       |       |       |
|        |        |        | ols.s |       |       |       |       |
|        |        |        | ettin |       |       |       |       |
|        |        |        | g imp |       |       |       |       |
|        |        |        | ort   |       |       |       |       |
|        |        |        | get_c |       |       |       |       |
|        |        |        | ellul |       |       |       |       |
|        |        |        | ar_se |       |       |       |       |
|        |        |        | rvice |       |       |       |       |
|        |        |        | _stat |       |       |       |       |
|        |        |        | us,   |       |       |       |       |
|        |        |        | get_c |       |       |       |       |
|        |        |        | urren |       |       |       |       |
|        |        |        | t_loc |       |       |       |       |
|        |        |        | ation |       |       |       |       |
|        |        |        | , get |       |       |       |       |
|        |        |        | _loca |       |       |       |       |
|        |        |        | tion_ |       |       |       |       |
|        |        |        | servi |       |       |       |       |
|        |        |        | ce_st |       |       |       |       |
|        |        |        | atus, |       |       |       |       |
